County,County Name,Unit Type Code,Unit Type Name,Unit Code,Unit Name,Fund,Fund Name,2015 Certified Budget,2015 Certified Levy,2014 Certified Net Assessed Valuation,2015 Certified Gross Tax Rate
09,Cass,4,School,0815,SOUTHEASTERN SCHOOL CORPORATION,6301,TRANSPORTATION                          ,"$1,035,900.00","$845,685.00","$415,161,923.00", 0.20370
09,Cass,4,School,0815,SOUTHEASTERN SCHOOL CORPORATION,6302,BUS REPLACEMENT,"$211,984.00","$232,076.00","$415,161,923.00", 0.05590
09,Cass,4,School,0875,LOGANSPORT COMMUNITY SCHOOL CORPORATION,0101,GENERAL                                 ,"$27,983,734.00",$0.00,"$541,706,307.00", 0.00000
09,Cass,4,School,0875,LOGANSPORT COMMUNITY SCHOOL CORPORATION,0180,DEBT SERVICE                            ,"$4,992,046.00","$4,802,768.00","$541,706,307.00", 0.88660
09,Cass,4,School,0875,LOGANSPORT COMMUNITY SCHOOL CORPORATION,0186,SCHOOL PENSION DEBT,"$519,485.00","$496,203.00","$541,706,307.00", 0.09160
09,Cass,4,School,0875,LOGANSPORT COMMUNITY SCHOOL CORPORATION,1214,CAPITAL PROJECTS (School)                       ,"$2,394,331.00","$1,969,102.00","$541,706,307.00", 0.36350
09,Cass,4,School,0875,LOGANSPORT COMMUNITY SCHOOL CORPORATION,6301,TRANSPORTATION                          ,"$1,324,753.00","$1,223,715.00","$541,706,307.00", 0.22590
09,Cass,4,School,0875,LOGANSPORT COMMUNITY SCHOOL CORPORATION,6302,BUS REPLACEMENT,"$251,726.00","$225,350.00","$541,706,307.00", 0.04160
09,Cass,4,School,2650,CASTON SCHOOL CORPORATION,0061,RAINY DAY,$0.00,$0.00,"$114,058,791.00", 0.00000
09,Cass,4,School,2650,CASTON SCHOOL CORPORATION,0101,GENERAL                                 ,$0.00,$0.00,"$114,058,791.00", 0.00000
09,Cass,4,School,2650,CASTON SCHOOL CORPORATION,0180,DEBT SERVICE                            ,$0.00,"$81,780.00","$114,058,791.00", 0.07170
09,Cass,4,School,2650,CASTON SCHOOL CORPORATION,1214,CAPITAL PROJECTS (School)                       ,$0.00,"$219,107.00","$114,058,791.00", 0.19210
09,Cass,4,School,2650,CASTON SCHOOL CORPORATION,6301,TRANSPORTATION                          ,$0.00,"$247,850.00","$114,058,791.00", 0.21730
09,Cass,4,School,2650,CASTON SCHOOL CORPORATION,6302,BUS REPLACEMENT,$0.00,"$56,915.00","$114,058,791.00", 0.04990
09,Cass,5,Library,0021,LOGANSPORT-CASS PUBLIC LIBRARY,0101,GENERAL                                 ,"$1,727,670.00","$1,103,255.00","$1,135,036,198.00", 0.09720
09,Cass,5,Library,0021,LOGANSPORT-CASS PUBLIC LIBRARY,2011,LIBRARY IMPROVEMENT RESERVE             ,"$217,670.00",$0.00,"$1,135,036,198.00", 0.00000
09,Cass,5,Library,0022,ROYAL CENTER PUBLIC LIBRARY,0101,GENERAL                                 ,"$117,990.00","$88,724.00","$76,420,268.00", 0.11610
09,Cass,5,Library,0023,WALTON PUBLIC LIBRARY,0101,GENERAL                                 ,"$155,567.00","$90,889.00","$102,237,551.00", 0.08890
09,Cass,5,Library,0023,WALTON PUBLIC LIBRARY,0283,LEASE RENTAL PAYMENT                    ,"$95,000.00","$82,608.00","$102,237,551.00", 0.08080
09,Cass,6,Special,1042,CASS COUNTY SOLID WASTE MANAGEMENT DIST,8210,SPECIAL SOLID WASTE MANAGEMENT          ,"$244,309.00",$0.00,"$1,313,694,017.00", 0.00000
09,Cass,6,Special,1101,LOGANSPORT/CASS CO AIRPORT AUTHORITY,8101,SPECL AIRPORT GENERAL                   ,"$408,638.00","$467,675.00","$1,313,694,017.00", 0.03560
09,Cass,6,Special,1101,LOGANSPORT/CASS CO AIRPORT AUTHORITY,8180,SPECL AIRPORT DEBT SERVICE                      ,"$173,713.00","$153,702.00","$1,313,694,017.00", 0.01170
09,Cass,6,Special,2002,CASS COUNTY FIRE DISTRICT #1,1181,FIRE BUILDING DEBT                      ,"$60,024.00","$53,835.00","$166,158,341.00", 0.03240
09,Cass,6,Special,2002,CASS COUNTY FIRE DISTRICT #1,1187,EMERGENCY FIRE LOAN,"$38,642.00","$34,727.00","$166,158,341.00", 0.02090
09,Cass,6,Special,2002,CASS COUNTY FIRE DISTRICT #1,8603,SPECL FIRE GENERAL                      ,"$642,369.00","$555,135.00","$166,158,341.00", 0.33410
09,Cass,6,Special,2002,CASS COUNTY FIRE DISTRICT #1,8691,SPECL CUM FIRE,"$52,647.00","$51,509.00","$166,158,341.00", 0.03100
09,Cass,7,Conservancy,0003,ROCK CREEK CASS-CARROLL CONSERVANCY DIST,0101,GENERAL                                 ,"$53,200.00","$35,280.00","$160,365,200.00", 0.02200
10,Clark,1,County,0000,CLARK COUNTY,0061,RAINY DAY,"$50,000.00",$0.00,"$3,853,224,667.00", 0.00000
10,Clark,1,County,0000,CLARK COUNTY,0101,GENERAL                                 ,"$8,611,103.00","$4,662,402.00","$3,853,224,667.00", 0.12100
10,Clark,1,County,0000,CLARK COUNTY,0124,2015 REASSESSMENT,"$402,026.00","$350,643.00","$3,853,224,667.00", 0.00910
10,Clark,1,County,0000,CLARK COUNTY,0182,BOND #2                                 ,"$178,955.00","$96,331.00","$3,853,224,667.00", 0.00250
10,Clark,1,County,0000,CLARK COUNTY,0282,OBLIGATION LOAN                         ,"$5,750,113.00","$5,194,147.00","$3,853,224,667.00", 0.13480
10,Clark,1,County,0000,CLARK COUNTY,0580,COURT HOUSE LEASE RENTAL                ,"$299,678.00","$281,285.00","$3,853,224,667.00", 0.00730
10,Clark,1,County,0000,CLARK COUNTY,0702,HIGHWAY                                 ,"$2,268,559.00",$0.00,"$3,853,224,667.00", 0.00000
10,Clark,1,County,0000,CLARK COUNTY,0706,LOCAL ROAD & STREET                     ,"$705,000.00",$0.00,"$3,853,224,667.00", 0.00000
10,Clark,1,County,0000,CLARK COUNTY,0790,CUMULATIVE BRIDGE                       ,"$1,957,672.00","$1,587,529.00","$3,853,224,667.00", 0.04120
10,Clark,1,County,0000,CLARK COUNTY,0801,HEALTH                                  ,"$805,075.00","$581,837.00","$3,853,224,667.00", 0.01510
10,Clark,1,County,0000,CLARK COUNTY,0806,MOSQUITO CONTROL                        ,"$54,287.00","$50,092.00","$3,853,224,667.00", 0.00130
10,Clark,1,County,0000,CLARK COUNTY,0823,MENTAL HEALTH                           ,$0.00,"$481,653.00","$3,853,224,667.00", 0.01250
10,Clark,1,County,0000,CLARK COUNTY,0824,RETARDATION CLINIC                      ,$0.00,"$485,506.00","$3,853,224,667.00", 0.01260
10,Clark,1,County,0000,CLARK COUNTY,1186,JAIL BOND                               ,"$2,009,270.00","$1,001,838.00","$3,853,224,667.00", 0.02600
10,Clark,1,County,0000,CLARK COUNTY,2391,CUMULATIVE CAPITAL DEVELOPMENT          ,"$1,840,000.00","$1,055,784.00","$3,853,224,667.00", 0.02740
10,Clark,2,Township,0001,BETHLEHEM TOWNSHIP,0101,GENERAL                                 ,$0.00,"$5,445.00","$27,502,046.00", 0.01980
10,Clark,2,Township,0001,BETHLEHEM TOWNSHIP,0840,TOWNSHIP ASSISTANCE,$0.00,$990.00,"$27,502,046.00", 0.00360
10,Clark,2,Township,0002,CARR TOWNSHIP,0101,GENERAL                                 ,"$44,663.00","$9,947.00","$184,201,470.00", 0.00540
10,Clark,2,Township,0002,CARR TOWNSHIP,0840,TOWNSHIP ASSISTANCE,"$13,125.00",$0.00,"$184,201,470.00", 0.00000
10,Clark,2,Township,0003,CHARLESTOWN TOWNSHIP,0101,GENERAL                                 ,"$135,100.00","$30,725.00","$451,837,617.00", 0.00680
10,Clark,2,Township,0003,CHARLESTOWN TOWNSHIP,0840,TOWNSHIP ASSISTANCE,"$200,800.00","$119,285.00","$451,837,617.00", 0.02640
10,Clark,2,Township,0004,JEFFERSONVILLE TOWNSHIP,0061,RAINY DAY,"$131,000.00",$0.00,"$1,688,485,313.00", 0.00000
10,Clark,2,Township,0004,JEFFERSONVILLE TOWNSHIP,0101,GENERAL                                 ,"$366,580.00","$217,815.00","$1,688,485,313.00", 0.01290
10,Clark,2,Township,0004,JEFFERSONVILLE TOWNSHIP,0840,TOWNSHIP ASSISTANCE,"$480,860.00","$214,438.00","$1,688,485,313.00", 0.01270
10,Clark,2,Township,0004,JEFFERSONVILLE TOWNSHIP,1111,FIRE                                    ,"$75,000.00","$45,458.00","$52,796,351.00", 0.08610
10,Clark,2,Township,0004,JEFFERSONVILLE TOWNSHIP,1190,CUMULATIVE FIRE (Township)                        ,"$15,000.00","$7,022.00","$52,796,351.00", 0.01330
10,Clark,2,Township,0005,MONROE TOWNSHIP,0061,RAINY DAY,"$4,002.00",$0.00,"$171,600,425.00", 0.00000
10,Clark,2,Township,0005,MONROE TOWNSHIP,0101,GENERAL                                 ,"$70,000.00","$22,136.00","$171,600,425.00", 0.01290
10,Clark,2,Township,0005,MONROE TOWNSHIP,0840,TOWNSHIP ASSISTANCE,"$23,500.00","$9,953.00","$171,600,425.00", 0.00580
10,Clark,2,Township,0006,OREGON TOWNSHIP,0101,GENERAL                                 ,$0.00,"$12,806.00","$62,774,472.00", 0.02040
10,Clark,2,Township,0006,OREGON TOWNSHIP,0840,TOWNSHIP ASSISTANCE,$0.00,"$1,569.00","$62,774,472.00", 0.00250
10,Clark,2,Township,0006,OREGON TOWNSHIP,1312,RECREATION                              ,$0.00,$188.00,"$62,774,472.00", 0.00030
10,Clark,2,Township,0007,OWEN TOWNSHIP,0061,RAINY DAY,"$2,500.00",$0.00,"$42,299,108.00", 0.00000
10,Clark,2,Township,0007,OWEN TOWNSHIP,0101,GENERAL                                 ,"$27,200.00","$13,916.00","$42,299,108.00", 0.03290
10,Clark,2,Township,0007,OWEN TOWNSHIP,0840,TOWNSHIP ASSISTANCE,"$12,500.00","$4,991.00","$42,299,108.00", 0.01180
10,Clark,2,Township,0008,SILVER CREEK TOWNSHIP,0061,RAINY DAY,"$11,781.00",$0.00,"$523,949,860.00", 0.00000
10,Clark,2,Township,0008,SILVER CREEK TOWNSHIP,0101,GENERAL                                 ,"$267,797.00","$43,488.00","$523,949,860.00", 0.00830
10,Clark,2,Township,0008,SILVER CREEK TOWNSHIP,0840,TOWNSHIP ASSISTANCE,"$54,187.00","$45,584.00","$523,949,860.00", 0.00870
10,Clark,2,Township,0008,SILVER CREEK TOWNSHIP,1312,RECREATION                              ,"$115,000.00","$40,972.00","$262,639,377.00", 0.01560
10,Clark,2,Township,0009,UNION TOWNSHIP,0061,RAINY DAY,"$1,000.00",$0.00,"$133,450,225.00", 0.00000
10,Clark,2,Township,0009,UNION TOWNSHIP,0101,GENERAL                                 ,"$24,515.00","$17,615.00","$133,450,225.00", 0.01320
10,Clark,2,Township,0009,UNION TOWNSHIP,0840,TOWNSHIP ASSISTANCE,"$4,900.00",$0.00,"$133,450,225.00", 0.00000
10,Clark,2,Township,0010,UTICA TOWNSHIP,0101,GENERAL                                 ,"$33,280.00","$29,663.00","$380,292,687.00", 0.00780
10,Clark,2,Township,0010,UTICA TOWNSHIP,0840,TOWNSHIP ASSISTANCE,"$40,000.00","$16,733.00","$380,292,687.00", 0.00440
10,Clark,2,Township,0010,UTICA TOWNSHIP,1312,RECREATION                              ,"$6,000.00",$0.00,"$32,368,257.00", 0.00000
10,Clark,2,Township,0011,WASHINGTON TOWNSHIP,0101,GENERAL                                 ,$0.00,"$14,389.00","$78,199,035.00", 0.01840
10,Clark,2,Township,0011,WASHINGTON TOWNSHIP,0840,TOWNSHIP ASSISTANCE,$0.00,"$1,017.00","$78,199,035.00", 0.00130
10,Clark,2,Township,0012,WOOD TOWNSHIP,0101,GENERAL                                 ,"$42,864.00","$43,996.00","$108,632,409.00", 0.04050
10,Clark,2,Township,0012,WOOD TOWNSHIP,0840,TOWNSHIP ASSISTANCE,"$9,917.00","$1,086.00","$108,632,409.00", 0.00100
10,Clark,2,Township,0012,WOOD TOWNSHIP,1111,FIRE                                    ,"$48,000.00","$22,563.00","$90,253,433.00", 0.02500
10,Clark,2,Township,0012,WOOD TOWNSHIP,1190,CUMULATIVE FIRE (Township)                        ,"$22,000.00","$29,152.00","$90,253,433.00", 0.03230
10,Clark,3,City/Town,0205,JEFFERSONVILLE CIVIL CITY,0101,GENERAL                                 ,"$30,165,658.00","$18,793,450.00","$1,374,192,015.00", 1.36760
10,Clark,3,City/Town,0205,JEFFERSONVILLE CIVIL CITY,0341,FIRE PENSION                            ,"$1,229,100.00",$0.00,"$1,374,192,015.00", 0.00000
10,Clark,3,City/Town,0205,JEFFERSONVILLE CIVIL CITY,0342,POLICE PENSION                          ,"$928,700.00",$0.00,"$1,374,192,015.00", 0.00000
10,Clark,3,City/Town,0205,JEFFERSONVILLE CIVIL CITY,0706,LOCAL ROAD & STREET                     ,"$625,000.00",$0.00,"$1,374,192,015.00", 0.00000
10,Clark,3,City/Town,0205,JEFFERSONVILLE CIVIL CITY,0708,MOTOR VEHICLE HIGHWAY                   ,"$1,422,606.00",$0.00,"$1,374,192,015.00", 0.00000
10,Clark,3,City/Town,0205,JEFFERSONVILLE CIVIL CITY,1303,PARK                                    ,"$2,765,766.00","$3,112,545.00","$1,374,192,015.00", 0.22650
10,Clark,3,City/Town,0205,JEFFERSONVILLE CIVIL CITY,2391,CUMULATIVE CAPITAL DEVELOPMENT          ,"$150,000.00","$164,903.00","$1,374,192,015.00", 0.01200
10,Clark,3,City/Town,0205,JEFFERSONVILLE CIVIL CITY,6401,SANITATION                              ,"$1,976,550.00","$2,267,417.00","$1,374,192,015.00", 0.16500
10,Clark,3,City/Town,0421,CHARLESTOWN CIVIL CITY,0101,GENERAL                                 ,"$3,203,092.00","$2,095,358.00","$187,420,187.00", 1.11800
10,Clark,3,City/Town,0421,CHARLESTOWN CIVIL CITY,0342,POLICE PENSION                          ,"$115,653.00",$0.00,"$187,420,187.00", 0.00000
10,Clark,3,City/Town,0421,CHARLESTOWN CIVIL CITY,0706,LOCAL ROAD & STREET                     ,"$74,291.00",$0.00,"$187,420,187.00", 0.00000
10,Clark,3,City/Town,0421,CHARLESTOWN CIVIL CITY,0708,MOTOR VEHICLE HIGHWAY                   ,"$271,667.00",$0.00,"$187,420,187.00", 0.00000
10,Clark,3,City/Town,0421,CHARLESTOWN CIVIL CITY,2379,CUMULATIVE CAPITAL IMP (CIG TAX)        ,"$20,523.00",$0.00,"$187,420,187.00", 0.00000
10,Clark,3,City/Town,0500,CLARKSVILLE CIVIL TOWN,0101,GENERAL                                 ,"$12,919,921.00","$5,658,472.00","$718,718,638.00", 0.78730
10,Clark,3,City/Town,0500,CLARKSVILLE CIVIL TOWN,0341,FIRE PENSION                            ,"$811,475.00","$167,907.00","$593,309,353.00", 0.02830
10,Clark,3,City/Town,0500,CLARKSVILLE CIVIL TOWN,0342,POLICE PENSION                          ,"$523,400.00","$85,528.00","$718,718,638.00", 0.01190
10,Clark,3,City/Town,0500,CLARKSVILLE CIVIL TOWN,0706,LOCAL ROAD & STREET                     ,"$200,000.00",$0.00,"$718,718,638.00", 0.00000
10,Clark,3,City/Town,0500,CLARKSVILLE CIVIL TOWN,0708,MOTOR VEHICLE HIGHWAY                   ,"$1,135,900.00",$0.00,"$718,718,638.00", 0.00000
10,Clark,3,City/Town,0500,CLARKSVILLE CIVIL TOWN,1111,FIRE                                    ,"$3,259,641.00","$3,399,663.00","$593,309,353.00", 0.57300
10,Clark,3,City/Town,0500,CLARKSVILLE CIVIL TOWN,1191,CUMULATIVE FIRE SPECIAL                 ,"$300,000.00","$108,576.00","$593,309,353.00", 0.01830
10,Clark,3,City/Town,0500,CLARKSVILLE CIVIL TOWN,1303,PARK                                    ,"$2,622,329.00","$1,299,905.00","$744,078,509.00", 0.17470
10,Clark,3,City/Town,0500,CLARKSVILLE CIVIL TOWN,1390,CUMULATIVE PARK & RECREATION            ,"$128,054.00","$84,825.00","$744,078,509.00", 0.01140
10,Clark,3,City/Town,0500,CLARKSVILLE CIVIL TOWN,2202,BUILDING DEMOLITION                     ,"$108,175.00",$0.00,"$718,718,638.00", 0.00000
10,Clark,3,City/Town,0500,CLARKSVILLE CIVIL TOWN,2391,CUMULATIVE CAPITAL DEVELOPMENT          ,"$250,000.00","$251,552.00","$718,718,638.00", 0.03500
10,Clark,3,City/Town,0551,BORDEN CIVIL TOWN,0061,RAINY DAY,"$25,000.00",$0.00,"$18,378,976.00", 0.00000
10,Clark,3,City/Town,0551,BORDEN CIVIL TOWN,0101,GENERAL                                 ,"$202,806.00","$151,443.00","$18,378,976.00", 0.82400
10,Clark,3,City/Town,0551,BORDEN CIVIL TOWN,0706,LOCAL ROAD & STREET                     ,"$15,350.00",$0.00,"$18,378,976.00", 0.00000
10,Clark,3,City/Town,0551,BORDEN CIVIL TOWN,0708,MOTOR VEHICLE HIGHWAY                   ,"$68,275.00",$0.00,"$18,378,976.00", 0.00000
10,Clark,3,City/Town,0551,BORDEN CIVIL TOWN,2379,CUMULATIVE CAPITAL IMP (CIG TAX)        ,"$2,200.00",$0.00,"$18,378,976.00", 0.00000
10,Clark,3,City/Town,0552,SELLERSBURG CIVIL TOWN,0101,GENERAL                                 ,"$2,790,600.00","$1,878,429.00","$322,754,192.00", 0.58200
10,Clark,3,City/Town,0552,SELLERSBURG CIVIL TOWN,0342,POLICE PENSION                          ,"$115,000.00",$0.00,"$322,754,192.00", 0.00000
10,Clark,3,City/Town,0552,SELLERSBURG CIVIL TOWN,0706,LOCAL ROAD & STREET                     ,"$64,981.00",$0.00,"$322,754,192.00", 0.00000
10,Clark,3,City/Town,0552,SELLERSBURG CIVIL TOWN,0708,MOTOR VEHICLE HIGHWAY                   ,"$220,000.00",$0.00,"$322,754,192.00", 0.00000
10,Clark,3,City/Town,0552,SELLERSBURG CIVIL TOWN,1303,PARK                                    ,"$115,000.00","$99,731.00","$322,754,192.00", 0.03090
10,Clark,3,City/Town,0552,SELLERSBURG CIVIL TOWN,2390,CUMULATIVE CAPITAL IMP (RATE)           ,"$3,738.00",$0.00,"$322,754,192.00", 0.00000
10,Clark,3,City/Town,0962,UTICA CIVIL TOWN,0061,RAINY DAY,"$7,000.00",$0.00,"$50,354,459.00", 0.00000
10,Clark,3,City/Town,0962,UTICA CIVIL TOWN,0101,GENERAL                                 ,"$186,881.00","$75,028.00","$50,354,459.00", 0.14900
10,Clark,3,City/Town,0962,UTICA CIVIL TOWN,0180,DEBT SERVICE                            ,$0.00,$0.00,$0.00, 0.00000
10,Clark,3,City/Town,0962,UTICA CIVIL TOWN,0706,LOCAL ROAD & STREET                     ,"$15,246.00",$0.00,"$50,354,459.00", 0.00000
10,Clark,3,City/Town,0962,UTICA CIVIL TOWN,0708,MOTOR VEHICLE HIGHWAY                   ,"$54,450.00",$0.00,"$50,354,459.00", 0.00000
10,Clark,3,City/Town,0962,UTICA CIVIL TOWN,1303,PARK                                    ,"$8,253.00","$7,906.00","$50,354,459.00", 0.01570
10,Clark,3,City/Town,0962,UTICA CIVIL TOWN,2379,CUMULATIVE CAPITAL IMP (CIG TAX)        ,"$2,500.00",$0.00,"$50,354,459.00", 0.00000
10,Clark,4,School,0940,WEST CLARK COMMUNITY SCHOOL CORPORATION,0101,GENERAL                                 ,"$29,180,900.00",$0.00,"$1,121,834,389.00", 0.00000
10,Clark,4,School,0940,WEST CLARK COMMUNITY SCHOOL CORPORATION,0180,DEBT SERVICE                            ,"$7,758,803.00","$6,928,449.00","$1,121,834,389.00", 0.61760
10,Clark,4,School,0940,WEST CLARK COMMUNITY SCHOOL CORPORATION,0186,SCHOOL PENSION DEBT,"$625,392.00","$579,988.00","$1,121,834,389.00", 0.05170
10,Clark,4,School,0940,WEST CLARK COMMUNITY SCHOOL CORPORATION,1214,CAPITAL PROJECTS (School)                       ,"$3,581,306.00","$2,784,393.00","$1,121,834,389.00", 0.24820
10,Clark,4,School,0940,WEST CLARK COMMUNITY SCHOOL CORPORATION,6301,TRANSPORTATION                          ,"$2,468,200.00","$1,959,845.00","$1,121,834,389.00", 0.17470
10,Clark,4,School,0940,WEST CLARK COMMUNITY SCHOOL CORPORATION,6302,BUS REPLACEMENT,"$180,458.00","$127,889.00","$1,121,834,389.00", 0.01140
10,Clark,4,School,1000,CLARKSVILLE COMMUNITY SCHOOL CORPORATION,0061,RAINY DAY,"$200,000.00",$0.00,"$371,014,210.00", 0.00000
10,Clark,4,School,1000,CLARKSVILLE COMMUNITY SCHOOL CORPORATION,0101,GENERAL                                 ,"$11,363,913.00",$0.00,"$371,014,210.00", 0.00000
10,Clark,4,School,1000,CLARKSVILLE COMMUNITY SCHOOL CORPORATION,0180,DEBT SERVICE                            ,"$3,198,290.00","$3,188,867.00","$371,014,210.00", 0.85950
10,Clark,4,School,1000,CLARKSVILLE COMMUNITY SCHOOL CORPORATION,0186,SCHOOL PENSION DEBT,"$347,995.00","$347,269.00","$371,014,210.00", 0.09360
10,Clark,4,School,1000,CLARKSVILLE COMMUNITY SCHOOL CORPORATION,1214,CAPITAL PROJECTS (School)                       ,"$1,747,012.00","$1,436,196.00","$371,014,210.00", 0.38710
10,Clark,4,School,1000,CLARKSVILLE COMMUNITY SCHOOL CORPORATION,6301,TRANSPORTATION                          ,"$925,700.00","$429,634.00","$371,014,210.00", 0.11580
10,Clark,4,School,1000,CLARKSVILLE COMMUNITY SCHOOL CORPORATION,6302,BUS REPLACEMENT,"$203,708.00","$40,441.00","$371,014,210.00", 0.01090
10,Clark,4,School,1010,GREATER CLARK COUNTY SCHOOL CORPORATION,0061,RAINY DAY,"$1,500,000.00",$0.00,"$2,360,376,068.00", 0.00000
10,Clark,4,School,1010,GREATER CLARK COUNTY SCHOOL CORPORATION,0101,GENERAL                                 ,"$71,375,954.00",$0.00,"$2,360,376,068.00", 0.00000
10,Clark,4,School,1010,GREATER CLARK COUNTY SCHOOL CORPORATION,0180,DEBT SERVICE                            ,"$11,022,308.00","$7,862,413.00","$2,360,376,068.00", 0.33310
10,Clark,4,School,1010,GREATER CLARK COUNTY SCHOOL CORPORATION,0186,SCHOOL PENSION DEBT,"$1,267,337.00","$1,248,639.00","$2,360,376,068.00", 0.05290
10,Clark,4,School,1010,GREATER CLARK COUNTY SCHOOL CORPORATION,1214,CAPITAL PROJECTS (School)                       ,"$8,539,300.00","$6,937,145.00","$2,360,376,068.00", 0.29390
10,Clark,4,School,1010,GREATER CLARK COUNTY SCHOOL CORPORATION,6301,TRANSPORTATION                          ,"$5,292,201.00","$4,822,248.00","$2,360,376,068.00", 0.20430
10,Clark,4,School,1010,GREATER CLARK COUNTY SCHOOL CORPORATION,6302,BUS REPLACEMENT,"$1,472,594.00","$1,300,567.00","$2,360,376,068.00", 0.05510
10,Clark,5,Library,0025,JEFFERSONVILLE TOWNSHIP PUBLIC LIBRARY,0101,GENERAL                                 ,"$2,401,875.00","$1,420,016.00","$1,688,485,313.00", 0.08410
10,Clark,5,Library,0025,JEFFERSONVILLE TOWNSHIP PUBLIC LIBRARY,0180,DEBT SERVICE                            ,"$544,377.00","$506,546.00","$1,688,485,313.00", 0.03000
10,Clark,5,Library,0287,CHARLESTOWN-CLARK COUNTY CONTRACTUAL LIB,0061,RAINY DAY,"$180,000.00",$0.00,"$2,164,739,354.00", 0.00000
10,Clark,5,Library,0287,CHARLESTOWN-CLARK COUNTY CONTRACTUAL LIB,0101,GENERAL                                 ,"$1,659,920.00","$1,112,676.00","$2,164,739,354.00", 0.05140
10,Clark,6,Special,0802,JEFFERSONVILLE FLOOD CONTROL,8301,SPECL FLOOD CONTROL GENERAL             ,"$1,757,806.00","$817,217.00","$682,720,553.00", 0.11970
10,Clark,6,Special,0962,CHARLESTOWN FIRE,1191,CUMULATIVE FIRE SPECIAL                 ,"$90,058.00","$67,489.00","$475,275,082.00", 0.01420
10,Clark,6,Special,0962,CHARLESTOWN FIRE,8603,SPECL FIRE GENERAL                      ,"$498,116.00","$329,841.00","$475,275,082.00", 0.06940
10,Clark,6,Special,0967,TRI-TOWNSHIP FIRE PROTECTION DISTRICT,1182,FIRE EQUIPMENT DEBT                     ,"$64,869.00","$2,560.00","$853,244,775.00", 0.00030
10,Clark,6,Special,0967,TRI-TOWNSHIP FIRE PROTECTION DISTRICT,1191,CUMULATIVE FIRE SPECIAL                 ,"$100,000.00","$104,096.00","$853,244,775.00", 0.01220
10,Clark,6,Special,0967,TRI-TOWNSHIP FIRE PROTECTION DISTRICT,8603,SPECL FIRE GENERAL                      ,"$1,270,265.00","$943,689.00","$853,244,775.00", 0.11060
10,Clark,6,Special,0971,MONROE TOWNSHIP FIRE PROTECTION,1182,FIRE EQUIPMENT DEBT                     ,"$61,326.00","$55,776.00","$172,148,674.00", 0.03240
10,Clark,6,Special,0971,MONROE TOWNSHIP FIRE PROTECTION,8603,SPECL FIRE GENERAL                      ,"$273,583.00","$178,690.00","$172,148,674.00", 0.10380
10,Clark,6,Special,0972,UTICA TOWNSHIP FIRE DISTRICT,1191,CUMULATIVE FIRE SPECIAL                 ,"$25,000.00","$8,273.00","$82,728,499.00", 0.01000
10,Clark,6,Special,0972,UTICA TOWNSHIP FIRE DISTRICT,8603,SPECL FIRE GENERAL                      ,"$145,445.00","$83,556.00","$82,728,499.00", 0.10100
10,Clark,6,Special,0972,UTICA TOWNSHIP FIRE DISTRICT,8684,SPECL FIRE DEBT                         ,"$82,212.00","$13,154.00","$82,728,499.00", 0.01590
10,Clark,6,Special,0997,NEW WASHINGTON FIRE PROTECTION DISTRICT,8603,SPECL FIRE GENERAL                      ,"$238,728.00","$168,054.00","$185,490,498.00", 0.09060
10,Clark,6,Special,1043,CLARK COUNTY SOLID WASTE MANAGEMENT DIST,0101,GENERAL                                 ,"$1,084,392.00",$0.00,"$3,853,224,667.00", 0.00000
10,Clark,7,Conservancy,0004,OAK PARK CONSERVANCY,0101,GENERAL                                 ,"$1,411,873.00","$1,399,943.00","$360,345,600.00", 0.38850
10,Clark,7,Conservancy,0004,OAK PARK CONSERVANCY,0905,DRAIN IMPROVEMENT                       ,"$400,465.00","$396,741.00","$360,345,600.00", 0.11010
10,Clark,7,Conservancy,0004,OAK PARK CONSERVANCY,2393,CUMULATIVE CONSERVANCY IMPROVEMENT,"$150,000.00","$119,995.00","$360,345,600.00", 0.03330
10,Clark,7,Conservancy,0056,MUDDY FORK CONSERVANCY DISTRICT,0101,GENERAL                                 ,"$601,729.00","$123,863.00","$545,651,750.00", 0.02270
10,Clark,7,Conservancy,0056,MUDDY FORK CONSERVANCY DISTRICT,0990,CUMULATIVE CHANNEL MAINTENANCE          ,"$53,250.00","$26,191.00","$545,651,750.00", 0.00480
11,Clay,1,County,0000,CLAY COUNTY,0101,GENERAL                                 ,"$5,127,912.00","$2,867,062.00","$931,468,977.00", 0.30780
11,Clay,1,County,0000,CLAY COUNTY,0124,2015 REASSESSMENT,"$346,636.00","$88,490.00","$931,468,977.00", 0.00950
11,Clay,1,County,0000,CLAY COUNTY,0702,HIGHWAY                                 ,"$3,311,970.00",$0.00,"$931,468,977.00", 0.00000
11,Clay,1,County,0000,CLAY COUNTY,0706,LOCAL ROAD & STREET                     ,"$239,000.00",$0.00,"$931,468,977.00", 0.00000
11,Clay,1,County,0000,CLAY COUNTY,0790,CUMULATIVE BRIDGE                       ,"$550,000.00","$203,060.00","$931,468,977.00", 0.02180
11,Clay,1,County,0000,CLAY COUNTY,0801,HEALTH                                  ,"$255,049.00","$167,664.00","$931,468,977.00", 0.01800
11,Clay,1,County,0000,CLAY COUNTY,2102,AVIATION/AIRPORT                        ,"$49,265.00","$23,287.00","$931,468,977.00", 0.00250
11,Clay,1,County,0000,CLAY COUNTY,2391,CUMULATIVE CAPITAL DEVELOPMENT          ,$0.00,"$76,380.00","$931,468,977.00", 0.00820
